hash,satcomp-mallob,satcomp-prs-distributed,satcomp-solimul-cloud,aresult
dd6ef995af0267ce71076250a1226801,359.556,2000.0,876.844,unsat
ddd3b43476c18cf483aac233d4dc1c68,6.791,14.735,18.485,sat
deef4e5f8bf88393cea9589dff97d70c,278.914,315.104,2000.0,sat
df237594dc22b8f7cad2c4b38a23e40c,616.945,800.081,2000.0,sat
e444548857eaf649c4624e3494c89c8e,59.734,20.192,51.592,unsat
e46bdd62b3789b64f7fbb3bd6c99484e,2000.0,2000.0,2000.0,unknown
e51a98d78f61103e0672579e87cfd7e5,19.791,23.768,212.625,unsat
e5a72ac8f4880702a4deacc7854318e8,118.78,66.677,107.417,unsat
e6d247292b525447a220323901842e4c,2000.0,2000.0,2000.0,unknown
e966bddd11e46b735f8520f8304e368e,12.226,17.177,29.709,sat
ea5b47b3ffb3b8cb77a2cff83cc1ffba,2000.0,2000.0,2000.0,unknown
eaf2f0803dd2045f1b189ee834ef0c8f,2000.0,2000.0,2000.0,unknown
eca3692344e30ae83a49158b5baf3372,1.555,3.022,2000.0,sat
ed76b075cdf07435c6e4f6203dd10cb7,1.276,68.955,2.65,sat
eec821f866557886a5b0352332943fa2,1.268,7.884,2.679,sat
eecdcc36d35f06224cc972cbb08de804,1.296,6.326,2.953,sat
f02379d63678798e38dcc52b043cc51d,19.997,4.156,15.562,sat
f0895a5904fb97278b7b54733ee1dabb,1.755,2.787,2000.0,sat
f08b3567642ea029452fff2c1d10c132,31.726,46.041,33.815,unsat
f090d0d6eaff3b92c817f5db6fa47544,2000.0,2000.0,2000.0,unknown
f20c2aa0f9cced05a74031e0a3afaa1a,9.876,15.541,31.483,sat
f26f199564d6ffac7e700c2e66470ec0,326.155,520.299,44.591,sat
f35ed23733431177436a1e7797c07dfe,1.38,89.595,2.451,sat
f4064d73fd6e69caf154046e61fea7b8,2000.0,2000.0,2000.0,unknown
f448874997bae64bd455fb00309dc738,3.49,4.107,3.454,sat
f55acea8f0d207becbbbd26a11d97841,90.713,261.32,255.653,unsat
f57aba96bfed8f8a8b860eba1a8f1ea5,2000.0,2000.0,931.006,sat
f88afbcd8b4c29a8c1b3518caa4e949c,2000.0,2000.0,2000.0,unknown
f959755d7c68ea8b64d900e589fbe21f,5.964,13.132,81.417,sat
fab0db1ab0dd5baa3215aab51ab69355,1.775,2.752,2000.0,sat
faeb113864d97ea4cb3f01f95d2fe92f,1.285,14.468,2.537,sat
fb5d0254bc4b8d258eb84ea1dbcdda13,2000.0,2000.0,2000.0,unknown
fd1fbc1b090c14746a883b3a17259743,4.745,6.219,5.43,unsat
fd2af7622798171f23a4b8d2616df55e,1.172,2000.0,2.535,unsat
fdc5aa7c150fd1c49ad3b50433277528,2000.0,347.063,2000.0,sat
fdfcd52a21824b7181d66672f283ba04,1.391,1.888,2.738,sat
fe19a31b76cbba5901e16ce36c7578ed,1.274,1.687,2.963,unsat
fe8b1ef742724947620a419d0180a640,54.392,1.228,126.666,unsat
fee70cede2b5b55bfbdb6e48fbe7ce4f,1.918,3.29,6.56,sat
ff5170c690129f8c94658e82b6aab05c,1.62,2000.0,3.144,unsat
ff867fd35aa52058382a8b0c21cd1f38,320.449,1.125,2000.0,unsat
