hash,AMSAT_,BreakID-kissat-low.sh,CaDiCaL_vivinst,Cadical_ESA,Cadical_rel_1.5.3.Scavel,Cadical_rel_Scavel,IsaSAT,Kissat_Inc_ESA,Kissat_MAB_Binary,Kissat_MAB_Conflict,Kissat_MAB_Conflict+,Kissat_MAB_DeepWalk+,Kissat_MAB_ESA,Kissat_MAB_Rephases,Kissat_MAB_prop,Kissat_MAB_prop-no_sym,Kissat_MAB_prop_pr-no_sym,MapleCaDiCaL_LBD-990_275,MapleCaDiCaL_LBD-990_500,MapleCaDiCaL_PPD-500_500,MapleCaDiCaL_PPD-950_950,MergeSat-bve_gates,MergeSat-bve_semgates,MergeSat-thread1,MiniSat+XorEngine,PReLearn-kissat-PReLearn-kissat.sh,PReLearn-kissat-PReLearn-tern-kissat.sh,ReEncode-kissat-ReEncode-pair-kissat.sh,SBVA-sbva_cadical,SBVA-sbva_kissat,SeqFROST,SeqFROST-ERE-All,SeqFROST-NoExtend,hKis-psids,hKis-sat_psids,hKis-unsat,hKissatInc-unsat,kissat-3.1.0,kissat-hywalk-exp,kissat-hywalk-exp-gb,kissat-hywalk-gb,kissat-pre-sc23,kissat_incsp,tabularasat-1.0.0
396245861b331d45e1345bd43fe352e2,1379.46,452.454,520.712,674.37,567.351,565.455,10000.0,212.465,1837.38,646.792,1320.78,4430.77,1495.13,648.609,10000.0,10000.0,10000.0,508.724,530.913,691.026,494.369,735.96,804.126,471.712,10000.0,3664.67,3542.21,2033.15,313.672,10000.0,201.497,202.001,202.385,10000.0,839.201,10000.0,10000.0,374.963,10000.0,10000.0,772.745,10000.0,539.483,10000.0
3a7a64e1d6cf5ce969b2b05b5464f707,46.9714,78.2256,76.5834,77.3544,80.1321,79.8849,1593.86,56.4928,73.4955,53.7242,57.1476,56.9359,40.9347,57.6945,94.986,66.261,66.0285,51.8837,94.0589,10.5679,43.1587,59.597,65.113,64.4158,192.925,49.2343,48.8738,100.278,73.245,107.792,90.6602,98.1575,46.326,355.162,280.123,66.3599,54.1633,46.7968,36.8868,64.7432,52.7284,50.0693,35.7769,60.1238
3e7dc7350195104b76b7d03ab5b0af8f,143.009,10000.0,201.197,257.922,10000.0,10000.0,10000.0,2326.75,222.402,244.445,1478.89,1089.08,2042.89,1484.62,2459.86,2441.3,2395.94,862.464,10000.0,1419.92,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,402.587,216.645,296.496,10000.0,265.198,222.75,357.978,10000.0,10000.0,1397.43,10000.0,361.777,172.504,10000.0,187.012,1054.53,358.713,2084.07
3f341c57c37d86350af5233b8e15e52e,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,882.787,10000.0,10000.0
3f4174289e971950c290f27892169bc5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.153103,0.16035,0.156111,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,4911.65,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
3ff114cc7bee4f39fa56a0325e605c2d,324.349,220.254,287.773,307.845,291.482,286.723,2463.14,470.777,480.883,448.389,462.018,439.171,480.819,440.928,447.469,442.078,516.849,280.776,254.009,268.118,260.284,641.948,689.968,826.462,4496.07,290.581,491.553,213.506,265.117,187.531,537.844,535.26,528.318,515.023,522.338,360.635,421.202,218.769,439.289,441.16,429.816,451.032,433.594,226.431
4029fbae284eaf924b37b6f43d3a67fb,10000.0,2959.27,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.110952,0.104305,0.216159,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,43.027,298.832,76.3666,62.8489,186.171,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
40ae60a61929b6bfa2ac99ab4b9a0f7e,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,4042.62,3365.65,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
41457ee03686b32962c12445524f62a9,1215.42,177.953,130.779,345.925,146.379,146.574,324.031,151.496,181.207,125.8,171.053,133.015,464.582,134.285,140.761,111.515,161.501,120.392,190.77,142.537,144.365,3592.53,777.916,2389.09,10000.0,133.494,435.547,453.635,122.096,915.5,151.529,151.908,151.289,122.483,362.161,115.751,120.991,912.586,154.726,138.022,151.354,0.02431,301.02,3581.49
41a8365f60db55b71d949df6954e0db7,10000.0,0.064286,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.097094,0.096565,0.096093,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12.1834,300.197,263.032,413.836,508.969,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.010808,10000.0,10000.0
41c39c9a2d75ca50b603ea7c3d86106a,27.6586,39.0678,4.35375,4.39335,9.23479,4.61616,0.266519,44.2891,8.1295,7.89723,146.665,136.546,8.03943,145.852,31.0125,0.576725,0.574917,7.52465,10.072,8.8477,45.8814,67.14,106.341,100.027,10000.0,101.633,301.571,4.3466,6.97598,3.53546,0.781646,0.783127,0.781184,10000.0,0.151289,38.4633,0.413732,1.12444,20.2329,5.44455,5.17348,20.6094,2050.29,1.9885
4282ea42fd414bfd2c4bf81fe8a43e24,8.30296,61.0601,48.3307,48.3172,171.06,173.28,82.2838,67.9844,67.8802,72.2322,63.5808,67.5687,68.8611,67.8372,66.251,62.9703,63.5952,16.7427,96.7266,25.8185,37.017,124.394,124.593,123.845,446.096,157.808,353.56,69.5294,229.6,252.003,55.6467,55.4626,73.5403,63.1024,63.7622,64.0257,65.7454,43.5838,67.5081,67.3799,66.6787,64.747,66.0686,60.1113
428da12ab8f5f68ae261e6468c2fef73,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
4380f8ed143d97a65f8888b2feeddb80,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.148963,0.149025,0.149411,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
4408f30395fb799e01b34b0dc7ee1d62,10000.0,19.627,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
44ad104c3b0c83b4cfc260583dee2397,54.7312,49.7003,37.6107,39.6446,41.1228,41.1584,1310.27,21.2636,51.3985,53.3096,63.0457,55.2168,50.6862,55.1243,88.4375,62.2158,61.8019,12.3211,43.6664,41.8338,43.0229,77.0152,32.4226,61.3152,144.427,53.3089,53.8657,64.4726,68.0508,57.8363,79.7287,79.5741,79.7932,230.908,193.522,77.9448,65.4037,25.0103,63.3964,62.3015,48.9848,29.2803,42.6329,31.3059
45faf223af97fe9177daa3ad4002cf2f,2440.49,1935.27,607.728,612.251,625.347,627.82,1427.55,1183.74,1104.79,1091.25,1111.72,1291.89,1083.72,1122.2,258.074,257.75,256.953,606.788,618.671,651.1,620.98,336.211,1014.23,1545.81,10000.0,1438.35,1418.85,2209.77,953.71,1952.63,2102.63,2090.33,2069.96,850.57,770.659,1559.01,581.512,1250.77,1082.53,1817.38,1427.28,259.092,1147.38,471.211
4611cd26b441b8c5866e4a2c5a7952dc,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
46e119b7ff8d0781354bfe68139c99b5,10000.0,1569.67,827.526,1151.28,1041.6,966.586,10000.0,2921.01,1211.19,1645.0,1250.47,820.74,1383.24,1298.43,1319.94,1322.38,1352.42,846.999,1219.84,1199.9,1002.74,10000.0,10000.0,10000.0,10000.0,2445.9,2652.2,2022.43,902.764,2094.82,2218.51,2255.22,2098.89,689.643,735.741,734.472,529.477,991.614,965.953,1354.95,811.054,1505.58,941.48,2812.42
48539e7e4baae6db72cda7e8a9cecfa0,10000.0,10000.0,3213.3,2778.02,3554.46,3579.86,10000.0,10000.0,4654.31,4420.76,4342.09,10000.0,4556.11,4301.33,3610.36,3477.93,3478.57,3472.67,3763.97,3372.78,3914.76,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3442.74,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3269.68,4237.46,4715.31,4408.44,4540.83,4552.9,10000.0
48ac8814180bdc90bf96a4caea64dae2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.149242,0.147854,0.15043,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
4989239fbeb6eb40fc0b664d9ba92636,194.0,222.511,227.541,228.755,239.244,235.831,10000.0,537.977,760.318,568.781,752.024,1067.02,460.889,563.466,641.664,617.128,626.361,290.968,248.973,257.091,269.517,358.229,321.156,455.286,10000.0,2050.53,1452.77,2203.3,226.571,1721.26,199.033,199.018,197.965,10000.0,477.672,404.972,10000.0,193.179,534.501,512.497,604.53,517.433,515.198,1543.25
4a6a797c6b4a8055d10b74edda9a5e30,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
4e64ffc14db014d5591f40865376c32a,710.559,1019.74,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1281.54,10000.0,10000.0,10000.0,10000.0,10000.0,1131.2,1128.58,1146.67,834.4,3287.65,1348.97,1469.95,10000.0,10000.0,10000.0,10000.0,1001.6,10000.0,1417.01,1408.78,1424.07,10000.0,10000.0,10000.0,10000.0,1270.36,10000.0,10000.0,10000.0,10000.0,10000.0,922.332
4f38f4b005cc54122135c8c21aec4b85,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.150978,0.150575,0.150111,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
4fd2e4e6ecb4fe8d3f9e1fda81633469,190.55,22.661,31.9511,33.366,32.8673,32.9445,0.299122,373.179,197.26,51.6011,227.255,1.06254,6.04729,223.949,3.1473,0.609133,0.602514,53.4681,7.24173,49.7104,47.9042,62.3187,71.0241,131.762,10000.0,101.305,301.223,15.5556,9.88468,14.2912,3.28783,3.30489,3.37888,10000.0,0.171959,20.8686,617.29,10.6014,7.46801,4.60532,4.73202,280.278,602.469,2.23054
4fdcf4248a332c1c9a89d37439c879a9,10000.0,12.7058,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11.7626,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.82513,3.72691,10000.0,10000.0,10000.0,2808.74,4516.67,10000.0,3291.21,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
4fe42891b004d7425631a8edb4252d3f,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,752.429,10000.0,10000.0
4ffb80a0ad8b753fee1492101ffcbdbb,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2510.4,2982.13,765.475,731.746,1152.22,1612.34,728.521,2177.17,1203.27,1187.9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,238.746,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2752.2,4951.55,2444.61,10000.0,2515.81,1760.9,2453.33,2551.03,2398.59,10000.0
524848d379582b63060ed43d3729b9f3,1828.03,1927.51,1922.23,2051.34,2076.49,2084.92,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2404.84,2244.57,2555.21,2628.37,3074.56,2713.3,10000.0,10000.0,10000.0,10000.0,1953.45,10000.0,1647.55,1646.6,1553.88,10000.0,10000.0,10000.0,10000.0,3600.6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
52be8740aab896317320cd44a5d2af2f,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.152736,0.154937,0.155838,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
53799aafcd0c684a2adc79400bd35f82,613.114,643.098,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1065.54,10000.0,10000.0,10000.0,10000.0,10000.0,973.65,977.661,1049.0,785.799,931.768,1785.85,2428.99,10000.0,10000.0,10000.0,10000.0,651.974,10000.0,1235.23,1246.2,1235.31,10000.0,10000.0,10000.0,10000.0,990.537,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
5437ba8972228ea5531a69a9aa064acc,4033.57,1929.25,3081.96,3035.59,3349.11,3316.37,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2643.21,2657.78,2885.37,2751.94,2780.8,3885.14,3408.19,10000.0,10000.0,10000.0,10000.0,1992.43,10000.0,1591.56,1591.41,1613.04,10000.0,10000.0,10000.0,10000.0,4031.1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
54ab5a53d2fdfcda16ec74768b29f901,10000.0,8.17822,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
558113ad4d50130351db8c426230a50f,523.811,10000.0,647.47,647.835,716.53,709.651,10000.0,1252.28,10000.0,1155.55,10000.0,1705.45,10000.0,1148.96,10000.0,10000.0,10000.0,709.509,745.08,669.582,759.663,821.133,804.417,866.688,10000.0,10000.0,4445.98,4127.72,653.158,4691.25,565.623,567.028,567.845,10000.0,10000.0,10000.0,10000.0,573.312,1249.69,1296.58,3451.57,1085.04,1602.65,2630.6
558ce551d2b933b7a5f1c7d2a6044930,10000.0,2404.86,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.121625,0.121572,0.120283,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,103.418,299.849,440.973,139.49,64.8425,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
578b5e6a2f0b295168cb6c5420810a72,473.279,702.313,1686.3,1564.67,1466.38,1449.08,3495.32,617.914,641.005,564.36,524.021,587.662,666.871,596.267,490.245,491.935,747.04,1527.14,1425.93,1422.44,1521.97,755.522,670.023,795.852,805.35,1041.42,1199.86,808.797,1383.45,876.777,585.375,590.66,593.568,637.319,746.781,618.55,361.673,969.482,574.331,584.917,525.285,517.655,562.245,523.078
5918f1624d4dfd964227356786a4e9ec,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
5a72cb588bcda7b1b54a1eac6b19ab2e,272.872,2434.01,589.811,594.131,584.089,584.846,1416.32,884.406,1193.86,1166.1,1168.74,1991.96,1148.93,1171.72,191.483,191.761,192.854,558.132,730.16,659.152,621.144,307.216,1108.25,1585.35,10000.0,1683.86,1726.09,2736.45,925.899,2078.53,313.784,312.295,315.323,719.81,982.68,792.263,579.923,1076.82,1065.34,901.707,1199.17,271.51,855.293,345.766
5b3d8a4465726adfcb58b9cdb1cc33f1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.149487,0.151498,0.149738,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
5dc5185101e1d439d14f0a04acfa9bfb,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1178.17,10000.0,10000.0
5f6861053fb4ed4fc0b997cd6b505ef4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,557.795,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
63159b6b10c3d6832bd5944e05d78b11,0.613262,124.942,46.7311,45.4733,0.343171,0.346234,10000.0,410.886,10000.0,2045.69,4186.61,2118.67,10000.0,2067.72,2682.28,2688.31,10000.0,49.2913,6.06946,264.402,6.21199,77.2007,75.4894,76.8813,10000.0,136.079,336.145,30.1819,152.726,138.523,1081.56,1087.66,1085.42,10000.0,10000.0,10000.0,10000.0,62.0057,2568.54,2571.48,2028.76,10000.0,392.714,200.933
644fd765d26bd4a380922ccd0f594c58,2278.59,470.517,227.562,391.958,192.582,193.743,795.288,789.643,517.271,377.55,307.208,322.741,722.236,316.461,177.973,109.072,127.504,519.848,561.276,389.689,304.501,1148.98,751.672,10000.0,10000.0,153.333,493.899,699.665,217.646,980.276,245.936,244.898,241.802,412.094,1758.18,319.877,533.182,785.823,306.702,255.006,521.195,0.024116,1208.61,924.323
6549f23728c52d5319f30371ff709622,456.27,3089.3,697.241,696.147,719.961,713.635,1543.15,1804.29,1117.68,1114.97,1042.2,1980.7,1397.8,1043.86,382.718,382.921,383.564,716.183,686.408,673.031,678.346,417.874,1497.14,1606.9,10000.0,1666.21,1687.41,2427.31,1170.82,2223.9,3573.58,3745.52,3721.65,1094.93,1009.37,810.707,558.91,1003.76,1061.14,1019.48,969.697,295.232,1745.05,442.553
65b1e2253626af4a72b954f8186a5880,116.082,1605.51,204.268,204.608,207.836,207.783,314.849,244.467,160.561,160.26,160.61,184.87,160.356,160.957,48.5981,48.6823,48.7134,210.97,235.041,207.431,207.866,75.3448,469.422,503.915,10000.0,236.658,235.864,828.101,610.082,638.031,79.9623,79.9561,82.5596,158.567,155.762,144.063,334.045,444.968,155.231,99.7324,99.6414,47.4888,227.839,83.7523
670a24d73dbadd3073e9604c6ef903d1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,278.351,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
67904554c73addf89fe675bd8e494641,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.153164,0.154325,0.153694,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
67a5b7ccde980b37576b993c79e176b0,248.24,1759.44,470.946,467.483,488.757,487.792,1388.61,1111.67,819.884,807.496,789.751,702.857,818.963,787.388,195.11,195.722,195.625,579.733,576.709,649.867,576.168,349.878,818.283,1551.21,10000.0,1719.38,1729.27,2296.03,808.336,2047.36,613.359,637.267,357.16,1480.97,702.0,1189.28,585.215,1537.6,865.904,626.771,797.37,295.773,1073.66,500.553
685d37e93ba26197925353e58026ae10,122.512,646.061,225.23,226.234,231.335,230.669,321.066,372.858,245.834,248.51,245.506,189.402,247.838,246.267,55.9171,56.0639,55.7345,378.578,200.963,223.323,269.697,94.5592,203.526,625.73,10000.0,304.972,290.473,941.729,464.865,705.456,77.2062,76.89,66.9768,156.681,206.552,132.377,437.754,248.623,263.701,214.651,204.735,55.4119,356.465,98.2143
68649ac2830edad5d0dc7e3d13935132,19.411,136.09,68.6473,69.2266,0.450494,0.451507,10000.0,10000.0,10000.0,4205.49,10000.0,1608.54,10000.0,1611.03,4765.93,4761.24,10000.0,69.1624,91.3492,91.3933,135.023,77.7507,74.0538,78.1434,10000.0,176.49,376.763,82.3425,227.414,109.689,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,179.574,10000.0,10000.0,2712.08,1765.12,10000.0,627.496
6aacae96461cb65176942b6dc88ea470,10000.0,4897.84,2471.39,1998.89,2320.12,2269.19,2649.08,3780.52,1721.41,1425.53,1597.78,1409.85,1027.39,1458.04,899.876,878.059,952.043,1197.45,2654.73,1966.11,1841.73,10000.0,10000.0,10000.0,10000.0,1010.01,818.033,10000.0,3555.75,10000.0,1373.57,1469.86,1377.59,1171.8,2406.37,1615.51,597.933,10000.0,1639.42,2197.64,1237.92,0.03489,2122.91,10000.0
6b2ccabf0304af478a558b8a333ced32,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
6bb485770dbc3943ea84933a03131958,1656.58,1792.01,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2235.19,2535.69,2046.49,2269.78,3811.62,4459.1,3190.79,10000.0,10000.0,10000.0,10000.0,1857.37,10000.0,1538.84,1537.48,1542.32,10000.0,10000.0,10000.0,10000.0,3393.83,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
6d67f76f114db9801952ed155e745e16,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1099.44,10000.0,10000.0
6dca14e1af1795565d1e502ddc7d376b,161.624,769.599,305.133,307.594,300.961,301.564,1412.72,380.823,307.025,310.0,309.657,529.874,307.144,309.933,89.683,89.5025,89.0489,317.016,326.05,306.916,294.031,134.819,1077.89,820.63,10000.0,794.848,780.203,1161.25,696.344,880.229,120.859,121.215,97.374,315.971,387.561,343.858,275.424,403.52,350.165,320.54,214.085,105.214,354.762,161.131
6e31e88a5dadaa3876eb5ff4293134c2,275.374,2386.04,598.999,600.008,658.6,662.613,937.977,485.128,752.385,735.263,750.403,869.887,752.335,749.223,174.138,174.225,174.137,506.363,516.946,479.831,546.871,283.318,780.161,1397.4,10000.0,982.815,1016.74,1657.2,840.788,1474.25,3688.27,3720.0,4234.56,513.478,644.471,703.386,882.94,794.581,494.399,647.283,648.326,254.9,460.434,274.065
